895.3714,229.7737,21.2718
916.6431,916.5226
916.1625,915.5667
914.7422,913.6982
912.4465,911.0013
909.3791,907.5981
905.6786,903.6423
901.5124,899.3128
897.0686,894.8051
892.5481,890.3230
888.1552,886.0691
884.0884,882.2355
880.5315,878.9956
877.6453,876.4958
875.5602,874.8490
874.3704,874.1297
874.1297,874.3704
874.8490,875.5602
876.4958,877.6453
878.9956,880.5315
882.2355,884.0884
886.0691,888.1552
890.3230,892.5481
894.8051,897.0686
899.3128,901.5124
903.6423,905.6786
907.5981,909.3791
911.0013,912.4465
913.6982,914.7422
915.5667,916.1625
916.5226,916.6431
229.7737,232.0348
234.2702,236.4547
238.5635,240.5727
242.4595,244.2026
245.7822,247.1805
248.3815,249.3716
250.1398,250.6771
250.9777,251.0379
250.8573,250.4377
249.7841,248.9037
247.8065,246.5051
245.0140,243.3503
241.5327,239.5820
237.5200,235.3704
233.1573,230.9058
228.6416,226.3901
224.1770,222.0274
219.9655,218.0147
216.1971,214.5334
213.0424,211.7409
210.6437,209.7633
209.1097,208.6901
208.5095,208.5697
208.8703,209.4076
210.1758,211.1659
212.3670,213.7652
215.3448,217.0879
218.9748,220.9840
223.0927,225.2772
227.5127,229.7737
605.9662,490.3092,29.1958
635.1620,634.9966
634.5023,633.6846
632.5529,631.1200
629.4020,627.4185
625.1920,622.7476
620.1130,617.3182
614.3948,611.3758
608.2956,605.1890
602.0911,599.0372
596.0618,593.1986
590.4801,587.9370
585.5982,583.4902
581.6369,580.0592
578.7750,577.7990
577.1420,576.8117
576.8117,577.1420
577.7990,578.7750
580.0592,581.6369
583.4902,585.5982
587.9370,590.4801
593.1986,596.0618
599.0372,602.0911
605.1890,608.2956
611.3758,614.3948
617.3182,620.1130
622.7476,625.1920
627.4185,629.4020
631.1200,632.5529
633.6846,634.5023
634.9966,635.1620
490.3092,493.4125
496.4807,499.4789
502.3733,505.1309
507.7207,510.1131
512.2811,514.2002
515.8487,517.2077
518.2620,518.9995
519.4120,519.4947
519.2468,518.6709
517.7737,516.5654
515.0595,513.2732
511.2268,508.9433
506.4487,503.7712
500.9412,497.9907
494.9532,491.8631
488.7554,485.6652
482.6277,479.6772
476.8472,474.1698
471.6751,469.3917
467.3452,465.5589
464.0531,462.8447
461.9475,461.3717
461.1237,461.2065
461.6189,462.3565
463.4107,464.7698
466.4182,468.3373
470.5053,472.8978
475.4875,478.2451
481.1395,484.1377
487.2059,490.3092
350.9499,786.9820,46.0080
396.9580,396.6973
395.9183,394.6299
392.8465,390.5884
387.8811,384.7555
381.2468,377.3948
373.2432,368.8390
364.2321,359.4747
354.6207,349.7252
344.8435,340.0310
335.3422,330.8303
326.5463,322.5388
318.8533,315.5314
312.6108,310.1246
308.1010,306.5629
305.5277,305.0071
305.0071,305.5277
306.5629,308.1010
310.1246,312.6108
315.5314,318.8533
322.5388,326.5463
330.8303,335.3422
340.0310,344.8435
349.7252,354.6207
359.4747,364.2321
368.8390,373.2432
377.3948,381.2468
384.7555,387.8811
390.5884,392.8465
394.6299,395.9183
396.6973,396.9580
786.9820,791.8723
796.7073,801.4320
805.9930,810.3387
814.4197,818.1898
821.6063,824.6305
827.2281,829.3697
831.0311,832.1933
832.8433,832.9737
832.5830,831.6755
830.2617,828.3576
825.9846,823.1697
819.9447,816.3463
812.4152,808.1959
803.7363,799.0868
794.3002,789.4306
784.5333,779.6638
774.8771,770.2277
765.7680,761.5487
757.6176,754.0192
750.7943,747.9794
745.6064,743.7022
742.2884,741.3810
740.9902,741.1206
741.7706,742.9329
744.5942,746.7358
749.3335,752.3577
755.7742,759.5443
763.6253,767.9709
772.5319,777.2567
782.0916,786.9820
895.3714,229.7737,21.2718
916.6431,916.5226
916.1625,915.5667
914.7422,913.6982
912.4465,911.0013
909.3791,907.5981
905.6786,903.6423
901.5124,899.3128
897.0686,894.8051
892.5481,890.3230
888.1552,886.0691
884.0884,882.2355
880.5315,878.9956
877.6453,876.4958
875.5602,874.8490
874.3704,874.1297
874.1297,874.3704
874.8490,875.5602
876.4958,877.6453
878.9956,880.5315
882.2355,884.0884
886.0691,888.1552
890.3230,892.5481
894.8051,897.0686
899.3128,901.5124
903.6423,905.6786
907.5981,909.3791
911.0013,912.4465
913.6982,914.7422
915.5667,916.1625
916.5226,916.6431
229.7737,232.0348
234.2702,236.4547
238.5635,240.5727
242.4595,244.2026
245.7822,247.1805
248.3815,249.3716
250.1398,250.6771
250.9777,251.0379
250.8573,250.4377
249.7841,248.9037
247.8065,246.5051
245.0140,243.3503
241.5327,239.5820
237.5200,235.3704
233.1573,230.9058
228.6416,226.3901
224.1770,222.0274
219.9655,218.0147
216.1971,214.5334
213.0424,211.7409
210.6437,209.7633
209.1097,208.6901
208.5095,208.5697
208.8703,209.4076
210.1758,211.1659
212.3670,213.7652
215.3448,217.0879
218.9748,220.9840
223.0927,225.2772
227.5127,229.7737
605.9662,490.3092,29.1958
635.1620,634.9966
634.5023,633.6846
632.5529,631.1200
629.4020,627.4185
625.1920,622.7476
620.1130,617.3182
614.3948,611.3758
608.2956,605.1890
602.0911,599.0372
596.0618,593.1986
590.4801,587.9370
585.5982,583.4902
581.6369,580.0592
578.7750,577.7990
577.1420,576.8117
576.8117,577.1420
577.7990,578.7750
580.0592,581.6369
583.4902,585.5982
587.9370,590.4801
593.1986,596.0618
599.0372,602.0911
605.1890,608.2956
611.3758,614.3948
617.3182,620.1130
622.7476,625.1920
627.4185,629.4020
631.1200,632.5529
633.6846,634.5023
634.9966,635.1620
490.3092,493.4125
496.4807,499.4789
502.3733,505.1309
507.7207,510.1131
512.2811,514.2002
515.8487,517.2077
518.2620,518.9995
519.4120,519.4947
519.2468,518.6709
517.7737,516.5654
515.0595,513.2732
511.2268,508.9433
506.4487,503.7712
500.9412,497.9907
494.9532,491.8631
488.7554,485.6652
482.6277,479.6772
476.8472,474.1698
471.6751,469.3917
467.3452,465.5589
464.0531,462.8447
461.9475,461.3717
461.1237,461.2065
461.6189,462.3565
463.4107,464.7698
466.4182,468.3373
470.5053,472.8978
475.4875,478.2451
481.1395,484.1377
487.2059,490.3092
350.9499,786.9820,46.0080
396.9580,396.6973
395.9183,394.6299
392.8465,390.5884
387.8811,384.7555
381.2468,377.3948
373.2432,368.8390
364.2321,359.4747
354.6207,349.7252
344.8435,340.0310
335.3422,330.8303
326.5463,322.5388
318.8533,315.5314
312.6108,310.1246
308.1010,306.5629
305.5277,305.0071
305.0071,305.5277
306.5629,308.1010
310.1246,312.6108
315.5314,318.8533
322.5388,326.5463
330.8303,335.3422
340.0310,344.8435
349.7252,354.6207
359.4747,364.2321
368.8390,373.2432
377.3948,381.2468
384.7555,387.8811
390.5884,392.8465
394.6299,395.9183
396.6973,396.9580
786.9820,791.8723
796.7073,801.4320
805.9930,810.3387
814.4197,818.1898
821.6063,824.6305
827.2281,829.3697
831.0311,832.1933
832.8433,832.9737
832.5830,831.6755
830.2617,828.3576
825.9846,823.1697
819.9447,816.3463
812.4152,808.1959
803.7363,799.0868
794.3002,789.4306
784.5333,779.6638
774.8771,770.2277
765.7680,761.5487
757.6176,754.0192
750.7943,747.9794
745.6064,743.7022
742.2884,741.3810
740.9902,741.1206
741.7706,742.9329
744.5942,746.7358
749.3335,752.3577
755.7742,759.5443
763.6253,767.9709
772.5319,777.2567
782.0916,786.9820
